,index,instruction
167,4337,"###User:
Prerequisite(s): PPHS 612D1.

###Answer:
'PPHS 612D1'"
168,2278,"###User:
Prerequisite: ESYS 480D1

###Answer:
'ESYS 480D1'"
169,1130,"###User:
Corequisite: CCCS 300

###Answer:
'CCCS 300'"
170,21,"###User:
Prerequisite: MGCR 611.

###Answer:
'MGCR 611'"
171,367,"###User:
Prerequisite: PHYS 102 or PHYS 142 or CEGEP Physics, and one of the following: BIOL 216, NSCI 200, or PHGY 209, or permission of the instructor.

###Answer:
['&', ['|', 'PHYS 102', 'PHYS 142'], ['|', 'BIOL 216', 'NSCI 200', 'PHGY 209']]"
172,604,"###User:
Prerequisite: CANS 200 or permission of instructor

###Answer:
'CANS 200'"
173,66,"###User:
Prerequisites: AGEC 231, AGEC 330, AGEC 332 and an accounting course, or approval of instructor

###Answer:
['&', 'AGEC 231', 'AGEC 330', 'AGEC 332']"
174,974,"###User:
Corequisite: Students in CHEM 287 are required to take the laboratory, CHEM 297, either simultaneously with CHEM 287 or in the term following CHEM 287.

###Answer:
'CHEM 297'"
175,2831,"###User:
Prerequisite: INFS 619.

###Answer:
'INFS 619'"
176,2727,"###User:
Prerequisite: HIST 572D1

###Answer:
'HIST 572D1'"
177,2588,"###User:
Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.

###Answer:
['|', 'HISP 241', 'HISP 242', 'HISP 243', 'HISP 244']"
178,3139,"###User:
Prerequisite(s): MATH 243 or MATH 255, and MATH 323 or MATH 356, and MATH 133 or equivalent.

###Answer:
['&', ['|', 'MATH 243', 'MATH 255'], ['|', 'MATH 323', 'MATH 356'], 'MATH 133']"
179,2856,"###User:
Prerequisite: INFS 601 and permission of Graduate Program Director.

###Answer:
'INFS 601'"
180,41,"###User:
Prerequisites: BREE 103 and AEMA 102 or equivalent CEGEP objectives 00UP and 00UQ or permission of instructor

###Answer:
['&', 'BREE 103', 'AEMA 102']"
181,3547,"###User:
Prerequisites: MUHL 286

###Answer:
'MUHL 286'"
182,1429,"###User:
Prerequisite: DENT 428D1

###Answer:
'DENT 428D1'"
183,1530,"###User:
Prerequisite: EAST 701D1

###Answer:
'EAST 701D1'"
184,2006,"###User:
Prerequisite: EDPE 575 or equivalent

###Answer:
'EDPE 575'"
185,3862,"###User:
Prerequisite: NUR1 424

###Answer:
'NUR1 424'"
186,1000,"###User:
Corequisite(s): CHEM 355

###Answer:
'CHEM 355'"
187,195,"###User:
Prerequisites: ARCH 240, ARCH 241, ARCH 304

###Answer:
['&', 'ARCH 240', 'ARCH 241', 'ARCH 304']"
188,923,"###User:
Prerequisite: CHEE 456.

###Answer:
'CHEE 456'"
189,4158,"###User:
Prerequisite: PHTH 550.

###Answer:
'PHTH 550'"
190,4176,"###User:
Prerequisite: PHWR 500D1.

###Answer:
'PHWR 500D1'"
191,434,"###User:
Prerequisite(s): BIOL 215 (or ENVR 200 plus ENVR 202), and at least one 300- or 400-level course in ecology, evolution, or conservation biology.

###Answer:
['|', 'BIOL 215', ['&', 'ENVR 200', 'ENVR 202']]"
192,1137,"###User:
Prerequisite: CMPL 616D1

###Answer:
'CMPL 616D1'"
193,2591,"###User:
Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor. Note: Course taught in Spanish.

###Answer:
['|', 'HISP 241', 'HISP 242', 'HISP 243', 'HISP 244']"
194,4050,"###User:
Prerequisite: MGCR 222

###Answer:
'MGCR 222'"
195,1017,"###User:
Prerequisite: CHEM 222 (or equivalent) and BIOL 200 or CHEM 332

###Answer:
['&', 'CHEM 222',['|', 'BIOL 200', 'CHEM 332']]"
196,3177,"###User:
Prerequisites: MATH 462 or COMP 451 or (COMP 551, MATH 222, MATH 223 and MATH 324) or ECSE 551.

###Answer:
['|', 'MATH 462', 'COMP 451', ['&', 'COMP 551', 'MATH 222', 'MATH 223', 'MATH 324'], 'ECSE 551']"
197,1996,"###User:
Prerequisite: EDPC 795D1

###Answer:
'EDPC 795D1'"
198,1896,"###User:
Prerequisite: EDGC 399

###Answer:
'EDGC 399'"
199,2814,"###User:
Prerequisite: INDS 423D1

###Answer:
'INDS 423D1'"
200,742,"###User:
Prerequisite(s): CEEN 211, CEEN 212, EPT - Placement test (Intermediate Mid), or permission of the department.

###Answer:
['&', 'CEEN 211', 'CEEN 212']"
201,3149,"###User:
Prerequisites: MATH 223 or MATH 247 or MATH 236 or MATH 251. MATH 248 or MATH 314 or MATH 358. MATH 243 or MATH 255. COMP 202 or COMP 204 or COMP 208 or equivalent.

###Answer:
['&', ['|', 'MATH 223', 'MATH 247', 'MATH 236', 'MATH 251'], ['|', 'MATH 248', 'MATH 314', 'MATH 358'], ['|', 'MATH 243', 'MATH 255'], ['|', 'COMP 202', 'COMP 204', 'COMP 208']]"
202,798,"###User:
Corequisite(s) : CEGL 175

###Answer:
'CEGL 175'"
203,2963,"###User:
Prerequisite: ISLA 643D1

###Answer:
'ISLA 643D1'"
204,3393,"###User:
Prerequisite: MIME 362 or equivalent 

###Answer:
'MIME 362'"
205,2964,"###User:
Prerequisite: ISLA 651D1

###Answer:
'ISLA 651D1'"
206,336,"###User:
Prerequisite(s): BIOC 320 and permission of the course coordinator and the research director.

###Answer:
'BIOC 320'"
207,4459,"###User:
Prerequisite: PSYC 733D1

###Answer:
'PSYC 733D1'"
208,2775,"###User:
Prerequisite: INDR 294 

###Answer:
'INDR 294'"
209,2585,"###User:
Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.

###Answer:
['|', 'HISP 241', 'HISP 242', 'HISP 243', 'HISP 244']"
210,83,"###User:
Prerequisites for Honours Anatomy &amp; Cell Biology students: ANAT 214 and ANAT 314.

###Answer:
['&', 'ANAT 214', 'ANAT 314']"
211,197,"###User:
Prerequisite(s): ARCH 240, ARCH 378

###Answer:
['&', 'ARCH 240', 'ARCH 378']"
212,444,"###User:
Prerequisites: BIOL 202 or BIOL 302, and BIOL300; or permission of the instructor

###Answer:
['&', ['|', 'BIOL 202', 'BIOL 302'], 'BIOL 300']"
213,1692,"###User:
Prerequisite: CCOM 206 OR WCOM 206 and at least 42 Departmental credits

###Answer:
['|', 'CCOM 206', 'WCOM 206']"
214,2190,"###User:
Prerequisites: ENVR 301. Acceptance to Honours Program in Environment.

###Answer:
'ENVR 301'"
215,2695,"###User:
Prerequisites: HIST 215 or a course in British History or permission of instructor.

###Answer:
'HIST 215'"
216,3476,"###User:
Prerequisite: MGSC 401

###Answer:
'MGSC 401'"
217,1096,"###User:
Prerequisite: CIVE 319

###Answer:
'CIVE 319'"
218,60,"###User:
Prerequisite: AGEC 200 or equivalent

###Answer:
'AGEC 200'"
219,1823,"###User:
Prerequisite: EDEE 280.

###Answer:
'EDEE 280'"
220,3192,"###User:
Prerequisite: MATH 576 or equivalent or permission of instructor.

###Answer:
'MATH 576'"
221,1049,"###User:
Prerequisite: CIAM 510

###Answer:
'CIAM 510'"
222,776,"###User:
Corequisite: CEFN 221

###Answer:
'CEFN 221'"
223,1311,"###User:
Prerequisite: CORG 555

###Answer:
'CORG 555'"
224,2832,"###User:
Prerequisite: INFS 617.

###Answer:
'INFS 617'"
225,1319,"###User:
Prerequisite: CPL2 552N1

###Answer:
'CPL2 552N1'"
226,2846,"###User:
Corequisite: INFS 601.

###Answer:
'INFS 601'"
227,459,"###User:
Prerequisites: BIOS 611 or MATH 533; and MATH 523, or equivalents.

###Answer:
['&', ['|', 'BIOL 611', 'MATH 533'], 'MATH 523']"
228,1561,"###User:
Prerequisite: a grade of 65% or better in ECON 227 or ECON 257 or an equivalent qualification in statistics. Familiarity with matrix algebra is highly recommended.

###Answer:
['|', 'ECON 227', 'ECON 257']"
229,127,"###User:
Prerequisite: ANTH 202, or ANTH 204, or ANTH 205, or ANTH 206, or ANTH 209, or ANTH 212, or ANTH 227 or permission of instructor 

###Answer:
['|', 'ANTH 202', 'ANTH 204', 'ANTH 205', 'ANTH 206', 'ANTH 209', 'ANTH 212', 'ANTH 227']"
230,3243,"###User:
Prerequisites: (CCOM 206 or WCOM 206) and MECH 393.

###Answer:
['&', ['|', 'CCOM 206', 'WCOM 206'], 'MECH 393']"
231,4370,"###User:
Prerequisites: PSYC 305 or equivalent; requires departmental approval.

###Answer:
'PSYC 305'"
232,1770,"###User:
Prerequisite: ECSE 670N1.

###Answer:
'ECSE 670N1'"
233,546,"###User:
Prerequisite: MBA Core (MGCR 629, MGCR 650, MGCR 651, MGCR 652, and MGCR 653) or (MGCR 613, MGCR 614, MGCR 617, MGCR 618, MGCR 620, MGCR 621, MGCR 622, MGCR 628, MGCR 638, MGCR 639, MGCR 640, and MGCR 642).

###Answer:
['|', ['&', 'MGCR 629', 'MGCR 650', 'MGCR 651', 'MGCR 652', 'MGCR 653'], ['&', 'MGCR 613', 'MGCR 614', 'MGCR 617', 'MGCR 618', 'MGCR 620', 'MGCR 621', 'MGCR 622', 'MGCR 628', 'MGCR 638', 'MGCR 639', 'MGCR 640', 'MGCR 642']]"
234,2038,"###User:
Prerequisites: EDPE 708 and two of EDPE 721, EDPE 722 or EDPE 723 

###Answer:
['&', 'EDPE 708', ['|', ['&', 'EDPE 721', 'EDPE 722'],['&', 'EDPE 721', 'EDPE 723'],['&', 'EDPE 722', 'EDPE 723']]]"
235,2692,"###User:
Prerequisite: HIST 307 or a course in East-European history or consent of instructor 

###Answer:
'HIST 307'"
236,3405,"###User:
Prerequisite: MIME 624D1

###Answer:
'MIME 624D1'"
237,2011,"###User:
Prerequisite: EDPE 502 or permission of the instructor (Minimum Grade/Test score(s) needed is B-).

###Answer:
'EDPE 502'"
238,130,"###User:
Prerequisite: ANTH 202, or ANTH 205, or ANTH 206, or ANTH 209, or permission of instructor

###Answer:
['|', 'ANTH 202', 'ANTH 205', 'ANTH 206', 'ANTH 209']"
239,1446,"###User:
Prerequisite: DENT 571J1

###Answer:
'DENT 571J1'"
240,597,"###User:
Prerequisite: CAFT 600

###Answer:
'CAFT 600'"
241,2158,"###User:
Prerequisite: ENGL 491D1

###Answer:
'ENGL 491D1'"
242,86,"###User:
Prerequisite(s): ANAT 381 or BIOL 303 or special permission of instructor

###Answer:
['|', 'ANAT 381', 'BIOL 303']"
243,2143,"###User:
Prerequisite: ENGL 316D1

###Answer:
'ENGL 316D1'"
244,963,"###User:
Prerequisites: CHEM 204 or CHEM 223/CHEM 243.

###Answer:
['|', 'CHEM 204', 'CHEM 223', 'CHEM 243']"
245,2917,"###User:
Prerequisite: ISLA 200 or permission of instructor.

###Answer:
'ISLA 200'"
246,2411,"###User:
Prerequisite: FMED 509; permission of instructor if graduate student is outside the Department.

###Answer:
'FMED 509'"
247,165,"###User:
Prerequisites: ANTH 201, or ANTH 202, or ANTH 203, and ANTH 352 or ANTH 359.

###Answer:
['&', ['|', 'ANTH 201', 'ANTH 202', 'ANTH 203'], ['|', 'ANTH 352', 'ANTH 359']]"
248,415,"###User:
Prerequisite: BIOL 468D1.

###Answer:
'BIOL 468D1'"
249,1008,"###User:
Prerequisite(s): CHEM 302 and (CHEM 214 or higher, or CHEM 281), or permission of instructor.

###Answer:
['&', 'CHEM 302', ['|', 'CHEM 214', 'CHEM 281']]"
250,553,"###User:
Prerequisite: BUSA 670D1

###Answer:
'BUSA 670D1'"
251,1796,"###User:
Prerequisite: EDEC 253D1

###Answer:
'EDEC 253D1'"
252,2235,"###User:
Prerequisites: EPSC 240, enrolment in U2 or U3 EPS program and permission of the instructor.

###Answer:
'EPSC 240'"
253,418,"###User:
Prerequisites: BIOL 206 or BIOL 301 or other suitable 300-level biology course.

###Answer:
['|', 'BIOL 206', 'BIOL 301']"
254,408,"###User:
Prerequisites: BIOL 206; and BIOL 215 or both ENVR 200 and ENVR 202.

###Answer:
['&', 'BIOL 206', ['|', 'BIOL 215', ['&', 'ENVR 200', 'ENVR 202']]]"
255,354,"###User:
Prerequisite: BIOL 111 or equivalent 

###Answer:
'BIOL 111'"
256,2395,"###User:
Prerequisite: FINE 673.

###Answer:
'FINE 673'"
257,1540,"###User:
Corequisite: MGCR 293 

###Answer:
'MGCR 293'"
258,755,"###User:
Corequisites: CEEN 421 and/or CEEN 422

###Answer:
['|', 'CEEN 421', 'CEEN 422']"
259,616,"###User:
Prerequisite: CATH 200, or permission of instructor 

###Answer:
'CATH 200'"
260,3011,"###User:
Prerequisite: JWST 340 or permission of instructor

###Answer:
'JWST 340'"
261,204,"###User:
Prerequisite: ARCH 304 or permission of instructor

###Answer:
'ARCH 304'"
262,1567,"###User:
Corequisite: ECON 257D1

###Answer:
'ECON 257D1'"
263,823,"###User:
Prerequisite: CEGL 310, Entrance Placement Test (EPT), or Permission of the Director

###Answer:
'CEGL 310'"
264,9,"###User:
Prerequisites: MGCR 211, MGCR 341

###Answer:
['&', 'MGCR 211', 'MGCR 341']"
265,1325,"###User:
Corequisite: CPRL 223

###Answer:
'CPRL 223'"
266,3087,"###User:
Prerequisite: MATH 141. Familiarity with vector geometry or Corequisite: MATH 133

###Answer:
['&', 'MATH 141', 'MATH 133']"
267,129,"###User:
Prerequisite: ANTH 202 or 204 or 205 or 206 or 212 or permission of instructor

###Answer:
['|', 'ANTH 202', 'ANTH 204', 'ANTH 205', 'ANTH 206', 'ANTH 212']"
268,4298,"###User:
Prerequisites: POLI 243 or permission of the instructor.

###Answer:
'POLI 243'"
269,3647,"###User:
Prerequisite(s): MUJZ 261

###Answer:
'MUJZ 261'"
270,2576,"###User:
Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.

###Answer:
['|', 'HISP 241', 'HISP 242', 'HISP 243', 'HISP 244']"
271,265,"###User:
Prerequisites: CHEM 213, CHEM 273, MATH 222, MATH 315 or equivalents, or permission of the instructor.

###Answer:
['&', 'CHEM 213', 'CHEM 273', 'MATH 222', 'MATH 315']"
272,795,"###User:
Corequisite(s): CEGL 170

###Answer:
'CEGL 170'"
273,203,"###User:
Prerequisites: ARCH 303 and ARCH 342 or equivalent.

###Answer:
['&', 'ARCH 303', 'ARCH 342']"
274,122,"###User:
Prerequisites: ANTH 201 or ANTH 210

###Answer:
['|', 'ANTH 201', 'ANTH 210']"
275,411,"###User:
Prerequisite: BIOL 206 or BIOL 301 or other suitable laboratory course.

###Answer:
['|', 'BIOL 206', 'BIOL 301']"
276,936,"###User:
Prerequisite(s): CHEE 315 or CIVE 225 or MIME 356 or equivalent; and CHEE 310 or CIVE 430 or CHEM 233 or equivalent; or permission of instructor.

###Answer:
['&', ['|', 'CHEE 315', 'CIVE 225', 'MIME 356'], ['|', 'CHEE 310', 'CIVE 430', 'CHEM 233']]"
277,2036,"###User:
Prerequisites: EDPE 708 and two of EDPE 721, EDPE 722 or EDPE 723)

###Answer:
['&', 'EDPE 708', ['|', ['&', 'EDPE 721', 'EDPE 722'],['&', 'EDPE 721', 'EDPE 723'],['&', 'EDPE 722', 'EDPE 723']]]"
278,3111,"###User:
Prerequisite(s): MATH 235 or MATH 240 or MATH 242.

###Answer:
['|', 'MATH 235', 'MATH 240', 'MATH 242']"
279,545,"###User:
Prerequisite: MBA Core (MGCR 629, MGCR 650, MGCR 651, MGCR 652, and MGCR 653) or (MGCR 613, MGCR 614, MGCR 617, MGCR 618, MGCR 620, MGCR 621, MGCR 622, MGCR 628, MGCR 638, MGCR 639, MGCR 640, and MGCR 642).

###Answer:
['|', ['&', 'MGCR 629', 'MGCR 650', 'MGCR 651', 'MGCR 652', 'MGCR 653'], ['&', 'MGCR 613', 'MGCR 614', 'MGCR 617', 'MGCR 618', 'MGCR 620', 'MGCR 621', 'MGCR 622', 'MGCR 628', 'MGCR 638', 'MGCR 639', 'MGCR 640', 'MGCR 642']]"
280,961,"###User:
Prerequisites: CHEM 110, CHEM 120 or equivalent, PHYS 102 or PHYS 142, or permission of the instructor.

###Answer:
['&', ['|', 'CHEM 110', 'CHEM 120'],['|', 'PHYS 102', 'PHYS 142']]"
281,4445,"###User:
Prerequisite: PSYC 690N1

###Answer:
'PSYC 690N1'"
282,2406,"###User:
Prerequisite(s): (INSY 660 OR INSY 662 OR Instructor's approval) AND (MGSC 660 OR MGSC 661 OR Instructor's approval)

###Answer:
['&', ['|', 'INSY 660', 'INSY 662'], ['|', 'MGSC 660', 'MGSC 661']]"
283,2991,"###User:
Prerequisite: ITAL 690D1

###Answer:
'ITAL 690D1'"
284,839,"###User:
Corequisite(s): CEGL 393

###Answer:
'CEGL 393'"
285,976,"###User:
Prerequisites: CHEM 222, or permission of the instructor.

###Answer:
'CHEM 222'"
286,71,"###User:
Prerequisites: AGRI 401 and permission of the instructor

###Answer:
'AGRI 401'"
287,4686,"###User:
Prerequisite: URBP 622D1

###Answer:
'URBP 622D1'"
288,3534,"###User:
Prerequisite: MUGS 701D1

###Answer:
'MUGS 701D1'"
289,4633,"###User:
Prerequisite: SOCI 600

###Answer:
'SOCI 600'"
290,1858,"###User:
Prerequisite: EDFE 254D1

###Answer:
'EDFE 254D1'"
291,33,"###User:
Prerequisites: (INSY 660 OR INSY 662 OR Instructor's approval) AND (MGSC 660 OR MGSC 661 OR Instructor's approval)

###Answer:
['&', ['|', 'INSY 660', 'INSY 662'], ['|', 'MGSC 660', 'MGSC 661']]"
292,2314,"###User:
Prerequisite: FACC 351

###Answer:
'FACC 351'"
293,1357,"###User:
Prerequisite: CSPN 541

###Answer:
'CSPN 541'"
294,40,"###User:
Prerequisite(s): FDSC 110 or AECH 110

###Answer:
['|', 'FDSC 110', 'AECH 110']"
295,2937,"###User:
Prerequisite: ISLA 524 or placement test or permission of the instructor.

###Answer:
'ISLA 524'"
296,3765,"###User:
Prerequisite: MUTH 251 (or equivalent).

###Answer:
'MUTH 251'"
297,38,"###User:
Corequisite(s): AEBI 421, AEBI 423 and AEBI 427.

###Answer:
['&', 'AEBI 421', 'AEBI 423', 'AEBI 427']"
298,1803,"###User:
Prerequisite: EDEC 275

###Answer:
'EDEC 275'"
299,4689,"###User:
Prerequisite: URBP 622 or permission of instructor.

###Answer:
'URBP 622'"
300,363,"###User:
Prerequisites: BIOL 202 or BIOL 302; BIOL 219 or BIOL 200 plus either BIOL 201 or ANAT212/BIOC212

###Answer:
['&', ['|', 'BIOL 202', 'BIOL 302'], ['|', 'BIOL 219', 'BIOL 200'], ['|', 'BIOL 201', 'ANAT 212', 'BIOC 212']]"
301,3244,"###User:
Prerequisites: MECH 463D1, (CCOM 206 or WCOM 206) and MECH 393.

###Answer:
['&', 'MECH 463D1', ['|', 'CCOM 206', 'WCOM 206'], 'MECH 393']"
302,251,"###User:
Prerequisites: CHEM 110 and CHEM 120, and one of MATH 139 or MATH 140 or MATH 150, or a CEGEP DEC in Science, or permission of instructor.

###Answer:
['&', 'CHEM 110', 'CHEM 120', ['|', 'MATH 139', 'MATH 140', 'MATH 150']]"
303,4178,"###User:
Corequisite: MATH 139 or higher level calculus course.

###Answer:
'MATH 139'"
304,2584,"###User:
Prerequisites: Successful completion of one of the Survey of Literature courses (HISP 241, HISP 242, HISP 243, HISP 244), or permission of the instructor.

###Answer:
['|', 'HISP 241', 'HISP 242', 'HISP 243', 'HISP 244']"
305,4231,"###User:
Prerequisite: PHYS 258 or permission of the instructor

###Answer:
'PHYS 258'"
306,1461,"###User:
Prerequisite: DENT 584J2

###Answer:
'DENT 584J2'"
307,3310,"###User:
Prerequisite: MGPO 362

###Answer:
'MGPO 362'"
308,3279,"###User:
Prerequisites (Undergraduate): MATH 271 and MECH 412 / MECH 419 or permission of instructor

###Answer:
['&', 'MATH 271', ['|', 'MECH 412', 'MECH 419']]"
309,1051,"###User:
Prerequisite: CIAM 510

###Answer:
'CIAM 510'"
310,3172,"###User:
Prerequisite (Undergraduate): MATH 315 and MATH 319 or equivalent

###Answer:
['&', 'MATH 315', 'MATH 319']"
311,2439,"###User:
Prerequisite: Successful completion of FSCI 396 and a CGPA of at least 3.0, or permission of the instructor.

###Answer:
'FSCI 396'"
312,189,"###User:
Prerequisites: ARCH 202 and ARCH 378

###Answer:
['&', 'ARCH 202', 'ARCH 378']"
313,2290,"###User:
Prerequisite: EXSU 501 and written approval from student Supervisor submitted to the course coordinator

###Answer:
'EXSU 501'"
314,3884,"###User:
Corequisite: NUR2 512

###Answer:
'NUR2 512'"
315,4731,"###User:
Prerequisite:  WRIT 452D1

###Answer:
'WRIT 452D1'"
316,1025,"###User:
Prerequisites: CHEM 273 and CHEM 223/CHEM 243 (formerly CHEM 213).

###Answer:
['&', 'CHEM 273', ['|', 'CHEM 223', 'CHEM 243']]"
317,3634,"###User:
Prerequisite: MUJZ 160. Open to non-jazz majors, space permitting, but not for elective credit in B.Mus. or Artist Diploma programs 

###Answer:
'MUJZ 160'"
318,112,"###User:
Prerequisites: ANSC 234 or ANSC 330 or permission of instructor

###Answer:
['|', 'ANSC 234', 'ANSC 330']"
319,555,"###User:
Prerequisite: BUSA 672J1

###Answer:
'BUSA 672J1'"
320,3226,"###User:
Prerequisite: MECH 220.

###Answer:
'MECH 220'"
321,3596,"###User:
Prerequisite: MUIN 273

###Answer:
'MUIN 273'"
322,1773,"###User:
Prerequisite: ECSE 686D1

###Answer:
'ECSE 686D1'"
323,2481,"###User:
Prerequisite: GEOG 490D1

###Answer:
'GEOG 490D1'"
324,1721,"###User:
Prerequisite: ECSE 324

###Answer:
'ECSE 324'"
325,149,"###User:
Prerequisites: ANTH 326 OR ANTH 209 OR ANTH 204 OR ANTH 202 OR permission of the instructor.

###Answer:
['|', 'ANTH 326', 'ANTH 209', 'ANTH 204', 'ANTH 202']"
326,4084,"###User:
Prerequisites: PHAR 390, or permission of the instructor.

###Answer:
'PHAR 390'"
327,3370,"###User:
Prerequisites MIME 311, MIME341, MIME 352, MIME 362, FACC 300, WCOM 206

###Answer:
['&', 'MIME 311', 'MIME 341', 'MIME 352', 'MIME 362', 'FACC 300', 'WCOM 206']"
328,3928,"###User:
Prerequisite: NUR2 670

###Answer:
'NUR2 670'"
329,2251,"###User:
Prerequisite: EPSC 480D1

###Answer:
'EPSC 480D1'"
330,735,"###User:
Prerequisite: CEGL 106 or Entrance Placement Test or Permission of the Director

###Answer:
'CEGL 106'"
331,2582,"###User:
Prerequisites: Successful completion of one of the Survey of Literature courses (HISP 241, HISP 242, HISP 243, HISP 244), or permission of the instructor.

###Answer:
['|', 'HISP 241', 'HISP 242', 'HISP 243', 'HISP 244']"
332,4692,"###User:
Prerequisite(s): URBP 704

###Answer:
'URBP 704'"
333,4052,"###User:
Prerequisite: MGCR 222 

###Answer:
'MGCR 222'"
334,2947,"###User:
Prerequisite: ISLA 621D1

###Answer:
'ISLA 621D1'"
335,4190,"###User:
Prerequisite: CEGEP physics or PHYS 142.

###Answer:
'PHYS 142'"
336,532,"###User:
Corequisite: MGCR 382

###Answer:
'MGCR 382'"
337,3309,"###User:
Prerequisites: MGCR 382

###Answer:
'MGCR 382'"
338,2580,"###User:
Prerequisites: Successful completion of one of the Survey of Literature courses (HISP 241, HISP 242, HISP 243, HISP 244), or permission of the instructor

###Answer:
['|', 'HISP 241', 'HISP 242', 'HISP 243', 'HISP 244']"
339,65,"###User:
Prerequisites: AGEC 200 or AGEC 201 or equivalent 

###Answer:
['|', 'AGEC 200', 'AGEC 201']"
340,4469,"###User:
Prerequisites: BIOL 115 or equivalent as authorized by instructor 

###Answer:
'BIOL 115'"
341,987,"###User:
Prerequisite/corequisites: CHEM 381 and CHEM 302. Advanced laboratory for Chemistry Honours and Majors students.

###Answer:
['&', 'CHEM 381', 'CHEM 302']"
342,598,"###User:
Prerequisite(s):SWRK 660 or equivalent with permission of instructor.                       SWRK 622 or equivalent with permission of instructor.                        SWRK 610 or equivalent with permission of instructor.

###Answer:
['&', 'SWRK 660', 'SWRK 622', 'SWRK 610']"
343,2418,"###User:
Prerequisites: French placement test or instructor's recommendation or FRSL 102, FRSL 105.

###Answer:
['&', 'FRSL 102', 'FRSL 105']"
344,310,"###User:
Prerequisite(s): BIEN 350 or permission of instructor.

###Answer:
'BIEN 350'"
345,1005,"###User:
Prerequisite(s): CHEM 345 or equivalent and CHEM 365 or PHYS 329 or equivalent, and COMP 202 or COMP 208 or equivalent.

###Answer:
['&', 'CHEM 345', ['|', 'CHEM 365', 'PHYS 329'], ['|', 'COMP 202', 'COMP 208']]"
346,133,"###User:
Prerequisite: ANTH 202, or ANTH 204, or ANTH 206, or ANTH 209, or ANTH 212, or permission of the instructor.

###Answer:
['|', 'ANTH 202', 'ANTH 204', 'ANTH 206', 'ANTH 209', 'ANTH 212']"
347,2574,"###User:
Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor

###Answer:
['|', 'HISP 241', 'HISP 242', 'HISP 243', 'HISP 244']"
